3.8571437946772735e+00	3.5496454770336792e+00	2.7466677899455068e+01	
3.8571441520829675e+00	3.5496455107301852e+00	2.7466679463941290e+01	
3.8571449915623295e+00	3.5496449409150159e+00	2.7466685308567364e+01	
3.8571460318070567e+00	3.5496440850681101e+00	2.7466693057143623e+01	
3.8571473489078278e+00	3.5496428894114320e+00	2.7466703230181476e+01	
3.8571490253045164e+00	3.5496412873898642e+00	2.7466716423671848e+01	
3.8571511491794301e+00	3.5496392017586103e+00	2.7466733298461381e+01	
3.8571538124330895e+00	3.5496365478635514e+00	2.7466754559236023e+01	
3.8571571070042729e+00	3.5496332383584925e+00	2.7466780921194726e+01	
3.8571611194012303e+00	3.5496291895178551e+00	2.7466813063254509e+01	
3.8571659234693598e+00	3.5496243291528535e+00	2.7466851567857287e+01	
3.8571715716334207e+00	3.5496186059255046e+00	2.7466896849144820e+01	
3.8571780851098052e+00	3.5496119995911029e+00	2.7466949073340441e+01	
3.8571854438635365e+00	3.5496045314115343e+00	2.7467008077432080e+01	
3.8571935773489816e+00	3.5495962737076612e+00	2.7467073294392037e+01	
3.8572023572754910e+00	3.5495873573080994e+00	2.7467143694811043e+01	
3.8572115937266238e+00	3.5495779755579804e+00	2.7467217755544361e+01	
3.8572210358854346e+00	3.5495683836246639e+00	2.7467293465372293e+01	
3.8572303783442634e+00	3.5495588921127368e+00	2.7467368375492590e+01	
3.8572392734971164e+00	3.5495498544864743e+00	2.7467439698819931e+01	
3.8572473498526429e+00	3.5495416484672573e+00	2.7467504456781739e+01	
3.8572542353312098e+00	3.5495346523596942e+00	2.7467559666093621e+01	
3.8572595838214605e+00	3.5495292180608047e+00	2.7467602551681136e+01	
3.8572631025943958e+00	3.5495256431949960e+00	2.7467630766484856e+01	
3.8572645777347434e+00	3.5495241452630699e+00	2.7467642595371963e+01	
3.8572638946577951e+00	3.5495248407866238e+00	2.7467637119643928e+01	
3.8572610510971708e+00	3.5495277321064531e+00	2.7467614321174192e+01	
3.8572561606727009e+00	3.5495327037575475e+00	2.7467575111013943e+01	
3.8572494462023466e+00	3.5495395292705925e+00	2.7467521275762060e+01	
3.8572412231656767e+00	3.5495478879851849e+00	2.7467455344968002e+01	
3.8572318749713053e+00	3.5495573901942095e+00	2.7467380392818722e+01	
3.8572218227267410e+00	3.5495676078754137e+00	2.7467299795748048e+01	
3.8572114928823082e+00	3.5495781075821635e+00	2.7467216973004358e+01	
3.8572012863082890e+00	3.5495884818752774e+00	2.7467135138714365e+01	
3.8571915520387980e+00	3.5495983760094099e+00	2.7467057091368648e+01	
3.8571825681412477e+00	3.5496075073753204e+00	2.7466985060442418e+01	
3.8571745310895054e+00	3.5496156762981239e+00	2.7466920621199005e+01	
3.8571675538237780e+00	3.5496227680063432e+00	2.7466864679141743e+01	
3.8571616715718333e+00	3.5496287467129251e+00	2.7466817516693229e+01	
3.8571568536547338e+00	3.5496336436145546e+00	2.7466778887854982e+01	
3.8571530190140235e+00	3.5496375411093952e+00	2.7466748142702848e+01	
3.8571500531072376e+00	3.5496405556248276e+00	2.7466724362851476e+01	
3.8571478240804593e+00	3.5496428211804316e+00	2.7466706491121318e+01	
3.8571461966399290e+00	3.5496444752897980e+00	2.7466693442756686e+01	
3.8571450426803739e+00	3.5496456481587688e+00	2.7466684190639810e+01	
3.8571442483585394e+00	3.5496464554965801e+00	2.7466677822003724e+01	
3.8571437178257630e+00	3.5496469947225555e+00	2.7466673568358345e+01	
3.8571433741936847e+00	3.5496473439848475e+00	2.7466670813232831e+01	
3.8571431584864539e+00	3.5496475632255429e+00	2.7466669083774399e+01	
3.8571430273518406e+00	3.5496476965071380e+00	2.7466668032396448e+01	
3.8571429502060672e+00	3.5496477749145017e+00	2.7466667413886491e+01	
3.8571429063249210e+00	3.5496478195114305e+00	2.7466667062083442e+01	
3.8571428822140796e+00	3.5496478440133932e+00	2.7466666868793567e+01	
3.8571428694295840e+00	3.5496478570027659e+00	2.7466666766315580e+01	
3.8571428628947020e+00	3.5496478636395228e+00	2.7466666713945727e+01	
3.8571428596779400e+00	3.5496478669032525e+00	2.7466666688180194e+01	
3.8571428581545009e+00	3.5496478684454265e+00	2.7466666675991892e+01	
3.8571428574606608e+00	3.5496478691439628e+00	2.7466666670455819e+01	
3.8571428571564712e+00	3.5496478694460518e+00	2.7466666668044670e+01	
3.8571428570274482e+00	3.5496478695697169e+00	2.7466666667038851e+01	
3.8571428569736388e+00	3.5496478696165599e+00	2.7466666666637057e+01	
3.8571428569505830e+00	3.5496478696317797e+00	2.7466666666482890e+01	
3.8571428569394355e+00	3.5496478696345348e+00	2.7466666666425322e+01	
3.8571428569325938e+00	3.5496478696325431e+00	2.7466666666403487e+01	
3.8571428569271453e+00	3.5496478696287599e+00	2.7466666666394108e+01	
3.8571428569220290e+00	3.5496478696242511e+00	2.7466666666388765e+01	
3.8571428569168762e+00	3.5496478696193776e+00	2.7466666666384580e+01	
3.8571428569115600e+00	3.5496478696142484e+00	2.7466666666380632e+01	
3.8571428569060338e+00	3.5496478696088918e+00	2.7466666666376646e+01	
3.8571428569002753e+00	3.5496478696033060e+00	2.7466666666372547e+01	
3.8571428568942667e+00	3.5496478695974822e+00	2.7466666666368301e+01	
3.8571428568879926e+00	3.5496478695914071e+00	2.7466666666363906e+01	
3.8571428568814370e+00	3.5496478695850664e+00	2.7466666666359359e+01	
3.8571428568745798e+00	3.5496478695784428e+00	2.7466666666354648e+01	
3.8571428568674015e+00	3.5496478695715181e+00	2.7466666666349774e+01	
3.8571428568598805e+00	3.5496478695642715e+00	2.7466666666344718e+01	
3.8571428568519921e+00	3.5496478695566820e+00	2.7466666666339474e+01	
3.8571428568437103e+00	3.5496478695487248e+00	2.7466666666334032e+01	
3.8571428568350070e+00	3.5496478695403746e+00	2.7466666666328383e+01	
3.8571428568258495e+00	3.5496478695315989e+00	2.7466666666322503e+01	
3.8571428568162029e+00	3.5496478695223690e+00	2.7466666666316385e+01	
