p0 = 1
npnt = 1701, nseg = 4900, ntri = 3200
END OF HEADER
1.030867e+01 3.591408e-01 -9.190246e-01 2.677181e+00
1.030867e+01 3.591408e-01 -9.190246e-01 2.677181e+00
1.034151e+01 3.514889e-01 -9.186184e-01 2.681044e+00
1.034151e+01 3.514889e-01 -9.186184e-01 2.681044e+00
1.030987e+01 3.589361e-01 -9.190861e-01 2.677271e+00
1.031338e+01 3.583421e-01 -9.192645e-01 2.677532e+00
1.031884e+01 3.574176e-01 -9.195422e-01 2.677938e+00
1.032571e+01 3.562537e-01 -9.198919e-01 2.678448e+00
1.033333e+01 3.549648e-01 -9.202791e-01 2.679012e+00
1.034095e+01 3.536772e-01 -9.206659e-01 2.679575e+00
1.034782e+01 3.525168e-01 -9.210145e-01 2.680082e+00
1.035327e+01 3.515967e-01 -9.212909e-01 2.680483e+00
1.035677e+01 3.510064e-01 -9.214682e-01 2.680741e+00
1.035797e+01 3.508030e-01 -9.215293e-01 2.680829e+00
1.035677e+01 3.510064e-01 -9.214682e-01 2.680741e+00
1.035327e+01 3.515967e-01 -9.212909e-01 2.680483e+00
1.034782e+01 3.525168e-01 -9.210145e-01 2.680082e+00
1.034095e+01 3.536772e-01 -9.206659e-01 2.679575e+00
1.033333e+01 3.549648e-01 -9.202791e-01 2.679012e+00
1.032571e+01 3.562537e-01 -9.198919e-01 2.678448e+00
1.031884e+01 3.574176e-01 -9.195422e-01 2.677938e+00
1.031338e+01 3.583421e-01 -9.192645e-01 2.677532e+00
1.030987e+01 3.589361e-01 -9.190861e-01 2.677271e+00
1.029963e+01 3.598963e-01 -9.201877e-01 2.676509e+00
1.028988e+01 3.607422e-01 -9.213741e-01 2.675780e+00
1.028037e+01 3.615767e-01 -9.225063e-01 2.675067e+00
1.027198e+01 3.623017e-01 -9.235128e-01 2.674437e+00
1.026552e+01 3.628279e-01 -9.243310e-01 2.673951e+00
1.026168e+01 3.630791e-01 -9.249104e-01 2.673663e+00
1.026099e+01 3.629962e-01 -9.252142e-01 2.673611e+00
1.026378e+01 3.625398e-01 -9.252210e-01 2.673823e+00
1.027022e+01 3.616923e-01 -9.249253e-01 2.674309e+00
1.028025e+01 3.604578e-01 -9.243374e-01 2.675063e+00
1.029365e+01 3.588623e-01 -9.234822e-01 2.676066e+00
1.031001e+01 3.569513e-01 -9.223979e-01 2.677286e+00
1.032876e+01 3.547874e-01 -9.211332e-01 2.678677e+00
1.034922e+01 3.524470e-01 -9.197448e-01 2.680188e+00
1.037063e+01 3.500161e-01 -9.182947e-01 2.681760e+00
1.039214e+01 3.475862e-01 -9.168467e-01 2.683334e+00
1.041291e+01 3.452502e-01 -9.154639e-01 2.684849e+00
1.043212e+01 3.430976e-01 -9.142056e-01 2.686247e+00
1.044901e+01 3.412118e-01 -9.131250e-01 2.687475e+00
1.046290e+01 3.396658e-01 -9.122670e-01 2.688484e+00
